Name,Stream,Career_Path,Skills,Internship_Field,Courses_Completed,Industry,Salary_INR,Experience_Years,Current_Level,Previous_Role,Location,Certifications,Employment_Type,Remote_or_Onsite
Melanie Lee,Law,Corporate Lawyer,"Contracts, Negotiation, Legal Research",Corporate Lawyer,IBM Certification,Marine,1881622,9,Mid-Level,Student,Mumbai,Google Analytics,Full-Time,Onsite
Lisa Ramirez,Law,Legal Advisor,"Legal Documentation, Compliance, Research",Legal Advisor,Skillshare,Education,577508,15,Mid-Level,Junior Associate,Visakhapatnam,Cisco,Freelance,Hybrid
Daniel Bradley,Law,Legal Advisor,"Legal Documentation, Compliance, Research",Legal Advisor,Coursera,Automobile,290863,15,Intern,Junior Associate,Hyderabad,AWS,Contract,Onsite
Shawn Moore,Law,Legal Advisor,"Legal Documentation, Compliance, Research",Legal Advisor,Udemy,Manufacturing,1422125,4,Intern,Junior Associate,Bangalore,,Freelance,Hybrid
Natasha Scott,Law,Compliance Officer,"Risk Management, Auditing, Compliance",Compliance Officer,Google Certification,Marine,1086209,0,Mid-Level,Student,Chennai,Microsoft,Internship,Hybrid
Megan Hudson,Law,Compliance Officer,"Risk Management, Auditing, Compliance",Compliance Officer,LinkedIn Learning,Marine,965381,14,Mid-Level,Student,Bangalore,Cisco,Full-Time,Onsite
Regina Williams,Law,Corporate Lawyer,"Contracts, Negotiation, Legal Research",Corporate Lawyer,IBM Certification,Media,1937855,6,Intern,Intern,Pune,Microsoft,Internship,Remote
Lori Rose,Law,Corporate Lawyer,"Contracts, Negotiation, Legal Research",Corporate Lawyer,Udemy,Media,809785,10,Junior,Trainee,Delhi,Microsoft,Contract,Remote
Bryan Little,Law,Corporate Lawyer,"Contracts, Negotiation, Legal Research",Corporate Lawyer,NPTEL,Healthcare,1087807,4,Mid-Level,Junior Associate,Chennai,Microsoft,Full-Time,Onsite
Melissa Cooper,Law,Compliance Officer,"Risk Management, Auditing, Compliance",Compliance Officer,Udemy,Manufacturing,947420,11,Mid-Level,Student,Mumbai,AWS,Contract,Remote
Alexander Preston,Law,Legal Advisor,"Legal Documentation, Compliance, Research",Legal Advisor,Skillshare,Manufacturing,2178687,9,Intern,Trainee,Delhi,CompTIA Security+,Internship,Onsite
William Johnson,Law,Compliance Officer,"Risk Management, Auditing, Compliance",Compliance Officer,NPTEL,Construction,1230196,14,Junior,Intern,Mumbai,CompTIA Security+,Contract,Hybrid
Misty Johnson,Law,Corporate Lawyer,"Contracts, Negotiation, Legal Research",Corporate Lawyer,NPTEL,Manufacturing,773795,13,Mid-Level,Trainee,Chennai,Microsoft,Freelance,Remote
April Mccarthy,Law,Corporate Lawyer,"Contracts, Negotiation, Legal Research",Corporate Lawyer,Google Certification,Construction,1114487,15,Junior,Trainee,Delhi,Microsoft,Internship,Remote
Victoria Brown,Law,Legal Advisor,"Legal Documentation, Compliance, Research",Legal Advisor,NPTEL,Automobile,1192526,9,Mid-Level,Student,Mumbai,AWS,Internship,Remote
Amy Mann,Law,Legal Advisor,"Legal Documentation, Compliance, Research",Legal Advisor,Google Certification,Healthcare,2420860,1,Mid-Level,Intern,Chennai,AWS,Full-Time,Hybrid
Brian Taylor,Law,Legal Advisor,"Legal Documentation, Compliance, Research",Legal Advisor,Google Certification,Media,929064,13,Junior,Trainee,Visakhapatnam,Microsoft,Full-Time,Hybrid
Heather Reed,Law,Corporate Lawyer,"Contracts, Negotiation, Legal Research",Corporate Lawyer,LinkedIn Learning,IT,1279015,14,Intern,Student,Delhi,Microsoft,Freelance,Hybrid
Albert Turner,Law,Legal Advisor,"Legal Documentation, Compliance, Research",Legal Advisor,LinkedIn Learning,Agriculture,1133103,4,Senior,Trainee,Bangalore,,Internship,Hybrid
Nancy Smith,Law,Compliance Officer,"Risk Management, Auditing, Compliance",Compliance Officer,Udemy,Agriculture,1222286,12,Intern,Trainee,Chennai,AWS,Full-Time,Remote
Susan Miller,Law,Legal Advisor,"Legal Documentation, Compliance, Research",Legal Advisor,LinkedIn Learning,IT,884295,0,Junior,Student,Kochi,Cisco,Internship,Remote
Allen Vargas,Law,Legal Advisor,"Legal Documentation, Compliance, Research",Legal Advisor,NPTEL,Automobile,2180568,0,Junior,Intern,Visakhapatnam,Microsoft,Internship,Hybrid
Timothy Peters,Law,Legal Advisor,"Legal Documentation, Compliance, Research",Legal Advisor,Skillshare,Marine,1846180,8,Intern,Intern,Visakhapatnam,CompTIA Security+,Full-Time,Hybrid
Tiffany Adkins,Law,Corporate Lawyer,"Contracts, Negotiation, Legal Research",Corporate Lawyer,LinkedIn Learning,Finance,1134778,9,Junior,Student,Mumbai,,Internship,Remote
Jason Daniels,Law,Legal Advisor,"Legal Documentation, Compliance, Research",Legal Advisor,Coursera,Construction,463228,12,Junior,Intern,Chennai,AWS,Full-Time,Remote
Isaac Lopez,Law,Corporate Lawyer,"Contracts, Negotiation, Legal Research",Corporate Lawyer,Google Certification,Construction,840385,5,Senior,Trainee,Pune,Cisco,Freelance,Remote
Derrick Price,Law,Legal Advisor,"Legal Documentation, Compliance, Research",Legal Advisor,Coursera,Manufacturing,324733,11,Senior,Student,Pune,,Internship,Onsite
Karen White,Law,Corporate Lawyer,"Contracts, Negotiation, Legal Research",Corporate Lawyer,Coursera,Marine,2423163,13,Senior,Trainee,Visakhapatnam,Google Analytics,Internship,Onsite
Eric Soto DVM,Law,Compliance Officer,"Risk Management, Auditing, Compliance",Compliance Officer,NPTEL,Education,1753770,4,Mid-Level,Trainee,Coimbatore,Google Analytics,Contract,Hybrid
Jacqueline Morgan,Law,Compliance Officer,"Risk Management, Auditing, Compliance",Compliance Officer,Coursera,Automobile,2150572,12,Junior,Trainee,Delhi,Cisco,Freelance,Hybrid
Michael Hill,Law,Legal Advisor,"Legal Documentation, Compliance, Research",Legal Advisor,Google Certification,IT,1466044,10,Mid-Level,Student,Kochi,Microsoft,Freelance,Onsite
Rachel Dixon,Law,Compliance Officer,"Risk Management, Auditing, Compliance",Compliance Officer,LinkedIn Learning,Marine,2430604,14,Mid-Level,Intern,Visakhapatnam,Google Analytics,Freelance,Hybrid
Brian Collins,Law,Corporate Lawyer,"Contracts, Negotiation, Legal Research",Corporate Lawyer,Skillshare,Automobile,1412039,1,Senior,Student,Hyderabad,CompTIA Security+,Freelance,Hybrid
Audrey Miller,Law,Corporate Lawyer,"Contracts, Negotiation, Legal Research",Corporate Lawyer,Udemy,Agriculture,505389,1,Junior,Junior Associate,Visakhapatnam,Microsoft,Freelance,Remote
Mr. Dillon Jones,Law,Corporate Lawyer,"Contracts, Negotiation, Legal Research",Corporate Lawyer,Google Certification,Finance,1648810,3,Junior,Student,Mumbai,CompTIA Security+,Freelance,Hybrid
Patricia Flowers,Law,Compliance Officer,"Risk Management, Auditing, Compliance",Compliance Officer,NPTEL,Construction,947541,8,Senior,Student,Hyderabad,Google Analytics,Internship,Onsite
Timothy Vasquez,Law,Corporate Lawyer,"Contracts, Negotiation, Legal Research",Corporate Lawyer,Coursera,Media,1281961,11,Senior,Student,Chennai,CompTIA Security+,Contract,Hybrid
Jonathan Villegas,Law,Legal Advisor,"Legal Documentation, Compliance, Research",Legal Advisor,Coursera,Healthcare,1999943,9,Mid-Level,Student,Delhi,Cisco,Contract,Onsite
Curtis Pham,Law,Compliance Officer,"Risk Management, Auditing, Compliance",Compliance Officer,Udemy,Marine,972144,3,Senior,Junior Associate,Hyderabad,AWS,Internship,Onsite
Katherine Rivera,Law,Legal Advisor,"Legal Documentation, Compliance, Research",Legal Advisor,Skillshare,Agriculture,2315822,3,Senior,Trainee,Pune,,Full-Time,Hybrid
Jeffery Miller,Law,Compliance Officer,"Risk Management, Auditing, Compliance",Compliance Officer,LinkedIn Learning,Healthcare,1802031,1,Mid-Level,Student,Chennai,Cisco,Contract,Hybrid
Pamela Brooks,Law,Compliance Officer,"Risk Management, Auditing, Compliance",Compliance Officer,LinkedIn Learning,Automobile,661790,0,Intern,Student,Hyderabad,CompTIA Security+,Freelance,Hybrid
Robin Lewis,Law,Corporate Lawyer,"Contracts, Negotiation, Legal Research",Corporate Lawyer,Coursera,IT,1021034,15,Mid-Level,Intern,Hyderabad,Cisco,Freelance,Hybrid
Kenneth Coleman,Law,Legal Advisor,"Legal Documentation, Compliance, Research",Legal Advisor,Google Certification,Marine,2070060,8,Junior,Junior Associate,Delhi,Microsoft,Internship,Onsite
Eddie George,Law,Corporate Lawyer,"Contracts, Negotiation, Legal Research",Corporate Lawyer,Coursera,Manufacturing,1631496,11,Junior,Junior Associate,Coimbatore,Google Analytics,Contract,Hybrid
Meghan Wilson,Law,Legal Advisor,"Legal Documentation, Compliance, Research",Legal Advisor,Coursera,Healthcare,2049725,8,Senior,Student,Delhi,Cisco,Freelance,Remote
James Scott,Law,Legal Advisor,"Legal Documentation, Compliance, Research",Legal Advisor,LinkedIn Learning,Finance,1099485,13,Intern,Intern,Kochi,CompTIA Security+,Full-Time,Remote
Nicholas Williams,Law,Legal Advisor,"Legal Documentation, Compliance, Research",Legal Advisor,Google Certification,Agriculture,1147055,7,Junior,Intern,Kochi,Microsoft,Freelance,Onsite
Mr. Anthony Myers,Law,Compliance Officer,"Risk Management, Auditing, Compliance",Compliance Officer,Udemy,Education,2246485,5,Intern,Intern,Kochi,Google Analytics,Internship,Onsite
Lauren Murray,Law,Corporate Lawyer,"Contracts, Negotiation, Legal Research",Corporate Lawyer,LinkedIn Learning,IT,2184442,4,Senior,Trainee,Delhi,AWS,Full-Time,Remote
Jerry Johnson,Law,Corporate Lawyer,"Contracts, Negotiation, Legal Research",Corporate Lawyer,Skillshare,Agriculture,2320201,10,Senior,Student,Coimbatore,Google Analytics,Full-Time,Onsite
Heather Flores,Law,Corporate Lawyer,"Contracts, Negotiation, Legal Research",Corporate Lawyer,Coursera,Manufacturing,2491934,7,Intern,Trainee,Delhi,CompTIA Security+,Internship,Remote
Alex Johnson,Law,Corporate Lawyer,"Contracts, Negotiation, Legal Research",Corporate Lawyer,Coursera,Media,764076,5,Junior,Intern,Mumbai,,Full-Time,Onsite
Kaitlin Meyer DDS,Law,Legal Advisor,"Legal Documentation, Compliance, Research",Legal Advisor,Udemy,Media,253286,10,Intern,Intern,Pune,Microsoft,Internship,Remote
Anna Valentine,Law,Legal Advisor,"Legal Documentation, Compliance, Research",Legal Advisor,LinkedIn Learning,IT,976501,4,Mid-Level,Student,Mumbai,Microsoft,Full-Time,Hybrid
Mr. Eric Berger,Law,Legal Advisor,"Legal Documentation, Compliance, Research",Legal Advisor,Udemy,Education,2134774,0,Intern,Trainee,Hyderabad,Microsoft,Freelance,Onsite
Christopher Clark,Law,Corporate Lawyer,"Contracts, Negotiation, Legal Research",Corporate Lawyer,Skillshare,Automobile,1404428,9,Junior,Intern,Delhi,Google Analytics,Contract,Hybrid
Paul Lopez,Law,Corporate Lawyer,"Contracts, Negotiation, Legal Research",Corporate Lawyer,Coursera,IT,1105007,8,Senior,Intern,Delhi,Google Analytics,Full-Time,Hybrid
Kathryn Barnett,Law,Compliance Officer,"Risk Management, Auditing, Compliance",Compliance Officer,Skillshare,Automobile,684932,4,Intern,Junior Associate,Mumbai,Google Analytics,Contract,Remote
Rebecca Smith,Law,Corporate Lawyer,"Contracts, Negotiation, Legal Research",Corporate Lawyer,Udemy,Education,558466,0,Mid-Level,Trainee,Mumbai,Microsoft,Contract,Hybrid
Jeffrey Pham,Law,Compliance Officer,"Risk Management, Auditing, Compliance",Compliance Officer,Coursera,Manufacturing,643132,14,Mid-Level,Junior Associate,Coimbatore,Microsoft,Full-Time,Onsite
Linda Graham,Arts and Humanities,Content Writer,"Writing, SEO, Creativity",Content Writer,Coursera,Healthcare,1973621,9,Mid-Level,Junior Associate,Kochi,,Freelance,Onsite
David Johnson,Arts and Humanities,Content Writer,"Writing, SEO, Creativity",Content Writer,Google Certification,Media,514255,0,Junior,Student,Hyderabad,,Full-Time,Remote
Kimberly Bailey,Arts and Humanities,Psychology Assistant,"Counselling, Research, Communication",Psychology Assistant,Skillshare,Education,2318053,9,Intern,Intern,Hyderabad,Google Analytics,Freelance,Hybrid
Joanna Shaw,Arts and Humanities,Psychology Assistant,"Counselling, Research, Communication",Psychology Assistant,Skillshare,Marine,2287229,0,Junior,Student,Mumbai,,Full-Time,Remote
Jill Perry,Arts and Humanities,Psychology Assistant,"Counselling, Research, Communication",Psychology Assistant,LinkedIn Learning,Agriculture,2250484,1,Mid-Level,Student,Coimbatore,Google Analytics,Contract,Hybrid
Ronald Gibson,Arts and Humanities,Teacher,"Teaching, Communication, Presentation",Teacher,Skillshare,Healthcare,1319478,0,Mid-Level,Student,Pune,Cisco,Freelance,Onsite
Nancy Ewing,Arts and Humanities,Psychology Assistant,"Counselling, Research, Communication",Psychology Assistant,NPTEL,Education,469882,5,Junior,Junior Associate,Coimbatore,Microsoft,Freelance,Hybrid
Melissa Mccormick,Arts and Humanities,Psychology Assistant,"Counselling, Research, Communication",Psychology Assistant,Udemy,Education,353001,1,Junior,Student,Delhi,Microsoft,Full-Time,Onsite
Steven Butler,Arts and Humanities,Psychology Assistant,"Counselling, Research, Communication",Psychology Assistant,Coursera,Healthcare,1747971,9,Mid-Level,Junior Associate,Hyderabad,AWS,Contract,Hybrid
Brent Alvarez,Arts and Humanities,Teacher,"Teaching, Communication, Presentation",Teacher,Coursera,Marine,1021632,11,Mid-Level,Intern,Hyderabad,Microsoft,Internship,Remote
Mr. Timothy Dunn,Arts and Humanities,Content Writer,"Writing, SEO, Creativity",Content Writer,Udemy,Construction,2225870,7,Junior,Student,Visakhapatnam,Microsoft,Freelance,Remote
Steven Powers,Arts and Humanities,Teacher,"Teaching, Communication, Presentation",Teacher,Coursera,Automobile,1729925,8,Intern,Junior Associate,Coimbatore,,Internship,Remote
Sara Choi,Arts and Humanities,Teacher,"Teaching, Communication, Presentation",Teacher,Google Certification,Manufacturing,1898876,7,Senior,Intern,Coimbatore,Google Analytics,Internship,Remote
Stephanie Shepherd,Arts and Humanities,Teacher,"Teaching, Communication, Presentation",Teacher,LinkedIn Learning,Marine,1445338,11,Intern,Student,Hyderabad,,Full-Time,Hybrid
Kaylee Smith,Arts and Humanities,Psychology Assistant,"Counselling, Research, Communication",Psychology Assistant,IBM Certification,Media,1518389,0,Junior,Student,Visakhapatnam,CompTIA Security+,Freelance,Onsite
Sally Miller,Arts and Humanities,Teacher,"Teaching, Communication, Presentation",Teacher,Skillshare,Education,2429652,8,Senior,Intern,Visakhapatnam,CompTIA Security+,Contract,Remote
Gerald Bryant,Arts and Humanities,Teacher,"Teaching, Communication, Presentation",Teacher,Skillshare,Agriculture,1723913,12,Intern,Junior Associate,Coimbatore,Google Analytics,Internship,Hybrid
Ashley Foster,Arts and Humanities,Psychology Assistant,"Counselling, Research, Communication",Psychology Assistant,Udemy,Automobile,628894,10,Senior,Junior Associate,Kochi,Google Analytics,Contract,Remote
Katie Odonnell,Arts and Humanities,Teacher,"Teaching, Communication, Presentation",Teacher,NPTEL,Construction,1773432,14,Intern,Intern,Mumbai,AWS,Internship,Remote
Amanda Clark,Arts and Humanities,Teacher,"Teaching, Communication, Presentation",Teacher,Skillshare,Media,677641,7,Junior,Trainee,Kochi,Google Analytics,Full-Time,Onsite
Suzanne Smith,Arts and Humanities,Teacher,"Teaching, Communication, Presentation",Teacher,LinkedIn Learning,Marine,2251552,14,Senior,Trainee,Kochi,Cisco,Contract,Onsite
Lauren Chen,Arts and Humanities,Content Writer,"Writing, SEO, Creativity",Content Writer,Udemy,Construction,614923,14,Intern,Intern,Pune,Google Analytics,Internship,Remote
Michael Mccoy,Arts and Humanities,Psychology Assistant,"Counselling, Research, Communication",Psychology Assistant,Skillshare,Finance,1526617,10,Junior,Junior Associate,Kochi,,Contract,Remote
Phillip Smith,Arts and Humanities,Teacher,"Teaching, Communication, Presentation",Teacher,Skillshare,Education,901734,7,Junior,Student,Chennai,,Contract,Onsite
Julia Woodard DDS,Arts and Humanities,Psychology Assistant,"Counselling, Research, Communication",Psychology Assistant,Google Certification,Agriculture,1515119,0,Senior,Student,Visakhapatnam,CompTIA Security+,Contract,Remote
Richard Figueroa,Arts and Humanities,Psychology Assistant,"Counselling, Research, Communication",Psychology Assistant,Skillshare,Finance,1881371,8,Senior,Student,Delhi,AWS,Freelance,Hybrid
Aaron Lee,Arts and Humanities,Teacher,"Teaching, Communication, Presentation",Teacher,LinkedIn Learning,Education,1077671,14,Junior,Intern,Bangalore,Google Analytics,Freelance,Onsite
Jennifer Brewer,Arts and Humanities,Psychology Assistant,"Counselling, Research, Communication",Psychology Assistant,Udemy,Marine,405773,13,Mid-Level,Junior Associate,Bangalore,AWS,Full-Time,Onsite
Connie Mooney,Arts and Humanities,Content Writer,"Writing, SEO, Creativity",Content Writer,LinkedIn Learning,Marine,2129990,14,Mid-Level,Intern,Visakhapatnam,AWS,Freelance,Onsite
Kristina Hartman,Arts and Humanities,Content Writer,"Writing, SEO, Creativity",Content Writer,Skillshare,Finance,1851914,2,Mid-Level,Student,Bangalore,Cisco,Contract,Hybrid
Peter Thompson,Arts and Humanities,Psychology Assistant,"Counselling, Research, Communication",Psychology Assistant,Google Certification,Manufacturing,849399,0,Intern,Intern,Bangalore,Cisco,Contract,Remote
David Trujillo,Arts and Humanities,Psychology Assistant,"Counselling, Research, Communication",Psychology Assistant,Udemy,Healthcare,989432,6,Junior,Junior Associate,Pune,Cisco,Contract,Onsite
Antonio Smith,Arts and Humanities,Content Writer,"Writing, SEO, Creativity",Content Writer,Coursera,Healthcare,1785937,5,Intern,Student,Bangalore,Cisco,Freelance,Remote
Justin Watson,Arts and Humanities,Psychology Assistant,"Counselling, Research, Communication",Psychology Assistant,NPTEL,Marine,1636744,3,Mid-Level,Intern,Kochi,Cisco,Full-Time,Onsite
Darlene Fuller,Arts and Humanities,Teacher,"Teaching, Communication, Presentation",Teacher,Coursera,Healthcare,1053144,4,Senior,Student,Visakhapatnam,CompTIA Security+,Full-Time,Remote
Elijah Price,Arts and Humanities,Teacher,"Teaching, Communication, Presentation",Teacher,IBM Certification,IT,2298349,1,Junior,Trainee,Chennai,Microsoft,Freelance,Hybrid
Rhonda Fox,Arts and Humanities,Teacher,"Teaching, Communication, Presentation",Teacher,IBM Certification,Media,2116375,0,Intern,Student,Hyderabad,Microsoft,Full-Time,Hybrid
Richard Griffith,Arts and Humanities,Content Writer,"Writing, SEO, Creativity",Content Writer,IBM Certification,Construction,799667,9,Junior,Junior Associate,Visakhapatnam,Microsoft,Internship,Hybrid
Denise Cameron,Arts and Humanities,Psychology Assistant,"Counselling, Research, Communication",Psychology Assistant,Skillshare,Media,1865559,13,Senior,Student,Visakhapatnam,,Freelance,Hybrid
Anthony Jones,Arts and Humanities,Teacher,"Teaching, Communication, Presentation",Teacher,LinkedIn Learning,Media,812080,14,Junior,Student,Kochi,Google Analytics,Full-Time,Hybrid
Anthony Brady,Arts and Humanities,Content Writer,"Writing, SEO, Creativity",Content Writer,Skillshare,Manufacturing,1312513,2,Senior,Junior Associate,Chennai,Google Analytics,Full-Time,Hybrid
Zachary Johnson,Arts and Humanities,Content Writer,"Writing, SEO, Creativity",Content Writer,LinkedIn Learning,Construction,276049,2,Mid-Level,Student,Bangalore,,Contract,Hybrid
Dr. Jasmin Williams DDS,Arts and Humanities,Content Writer,"Writing, SEO, Creativity",Content Writer,Skillshare,IT,758308,5,Junior,Trainee,Bangalore,Google Analytics,Freelance,Hybrid
Joseph Blevins,Arts and Humanities,Psychology Assistant,"Counselling, Research, Communication",Psychology Assistant,Coursera,Automobile,317309,8,Senior,Intern,Delhi,,Contract,Remote
Rachel Rose,Arts and Humanities,Teacher,"Teaching, Communication, Presentation",Teacher,Udemy,IT,923858,10,Senior,Trainee,Pune,Cisco,Contract,Hybrid
Randall Bradley,Arts and Humanities,Teacher,"Teaching, Communication, Presentation",Teacher,Udemy,Media,643303,14,Senior,Trainee,Visakhapatnam,CompTIA Security+,Freelance,Hybrid
Joshua Duncan,Arts and Humanities,Content Writer,"Writing, SEO, Creativity",Content Writer,LinkedIn Learning,Media,1827206,0,Junior,Student,Coimbatore,AWS,Internship,Remote
Thomas Mullins,Arts and Humanities,Teacher,"Teaching, Communication, Presentation",Teacher,NPTEL,Construction,1430264,10,Senior,Trainee,Delhi,Cisco,Internship,Remote
Jennifer Jacobson,Arts and Humanities,Teacher,"Teaching, Communication, Presentation",Teacher,IBM Certification,Agriculture,558653,9,Senior,Student,Pune,Google Analytics,Contract,Remote
Robert Cochran,Arts and Humanities,Teacher,"Teaching, Communication, Presentation",Teacher,IBM Certification,Media,1342126,5,Junior,Junior Associate,Kochi,Cisco,Full-Time,Hybrid
Hailey Kramer,Arts and Humanities,Teacher,"Teaching, Communication, Presentation",Teacher,LinkedIn Learning,Marine,1527877,9,Senior,Student,Pune,,Contract,Onsite
David Stevens,Arts and Humanities,Psychology Assistant,"Counselling, Research, Communication",Psychology Assistant,Google Certification,Manufacturing,733373,4,Junior,Trainee,Hyderabad,CompTIA Security+,Internship,Remote
Melissa Moore,Arts and Humanities,Content Writer,"Writing, SEO, Creativity",Content Writer,Google Certification,Manufacturing,263593,1,Intern,Intern,Hyderabad,Microsoft,Internship,Remote
Arthur Chapman,Arts and Humanities,Content Writer,"Writing, SEO, Creativity",Content Writer,Coursera,IT,1029507,0,Intern,Intern,Bangalore,Google Analytics,Contract,Onsite
Stephanie Odom,Arts and Humanities,Psychology Assistant,"Counselling, Research, Communication",Psychology Assistant,Coursera,Finance,2448244,1,Intern,Intern,Delhi,Google Analytics,Contract,Remote
Christopher Williams,Arts and Humanities,Content Writer,"Writing, SEO, Creativity",Content Writer,Udemy,Education,1714810,12,Senior,Junior Associate,Delhi,,Internship,Remote
Eric Powell,Arts and Humanities,Psychology Assistant,"Counselling, Research, Communication",Psychology Assistant,Coursera,Education,2127318,0,Intern,Student,Kochi,,Freelance,Hybrid
David Skinner,Arts and Humanities,Psychology Assistant,"Counselling, Research, Communication",Psychology Assistant,LinkedIn Learning,Construction,558959,9,Junior,Junior Associate,Kochi,Google Analytics,Full-Time,Onsite
Erika Franco,Arts and Humanities,Psychology Assistant,"Counselling, Research, Communication",Psychology Assistant,Coursera,Healthcare,1199731,4,Intern,Student,Kochi,,Contract,Onsite
Donald Tran,Arts and Humanities,Content Writer,"Writing, SEO, Creativity",Content Writer,LinkedIn Learning,IT,723841,9,Intern,Intern,Mumbai,Google Analytics,Contract,Hybrid
Karen Johnson,Arts and Humanities,Teacher,"Teaching, Communication, Presentation",Teacher,IBM Certification,IT,1064389,14,Mid-Level,Student,Coimbatore,Microsoft,Freelance,Onsite
Megan Green,Arts and Humanities,Psychology Assistant,"Counselling, Research, Communication",Psychology Assistant,Skillshare,Agriculture,680236,10,Senior,Junior Associate,Delhi,CompTIA Security+,Internship,Hybrid
Cynthia Ramos,Arts and Humanities,Content Writer,"Writing, SEO, Creativity",Content Writer,IBM Certification,IT,2307766,8,Mid-Level,Junior Associate,Coimbatore,Cisco,Freelance,Onsite
Joshua Williams,Arts and Humanities,Content Writer,"Writing, SEO, Creativity",Content Writer,Coursera,Media,1726014,9,Senior,Intern,Pune,Cisco,Contract,Onsite
Jennifer Whitehead,Arts and Humanities,Psychology Assistant,"Counselling, Research, Communication",Psychology Assistant,Skillshare,Media,1103941,13,Senior,Trainee,Coimbatore,CompTIA Security+,Full-Time,Onsite
Lisa Combs,Arts and Humanities,Content Writer,"Writing, SEO, Creativity",Content Writer,LinkedIn Learning,IT,369279,15,Junior,Junior Associate,Visakhapatnam,Google Analytics,Contract,Remote
Amber Levine,Arts and Humanities,Teacher,"Teaching, Communication, Presentation",Teacher,Google Certification,Construction,2332093,14,Senior,Student,Mumbai,CompTIA Security+,Freelance,Onsite
Stephen Bowman,Arts and Humanities,Psychology Assistant,"Counselling, Research, Communication",Psychology Assistant,NPTEL,Education,1803386,5,Intern,Trainee,Coimbatore,AWS,Internship,Remote
Karen Neal,Arts and Humanities,Teacher,"Teaching, Communication, Presentation",Teacher,Google Certification,Finance,1081192,15,Junior,Intern,Mumbai,Microsoft,Freelance,Onsite
Joe Wagner,Arts and Humanities,Psychology Assistant,"Counselling, Research, Communication",Psychology Assistant,Udemy,Construction,781033,4,Junior,Student,Pune,Cisco,Contract,Remote
Christine Martin,Arts and Humanities,Psychology Assistant,"Counselling, Research, Communication",Psychology Assistant,LinkedIn Learning,Finance,740258,13,Mid-Level,Junior Associate,Kochi,CompTIA Security+,Contract,Onsite
Linda Charles,Arts and Humanities,Psychology Assistant,"Counselling, Research, Communication",Psychology Assistant,Google Certification,Finance,2173192,1,Mid-Level,Junior Associate,Visakhapatnam,Microsoft,Contract,Remote
Virginia Garcia,Arts and Humanities,Psychology Assistant,"Counselling, Research, Communication",Psychology Assistant,Coursera,Education,1669130,10,Senior,Trainee,Pune,CompTIA Security+,Contract,Onsite
Alexis Zimmerman,Arts and Humanities,Teacher,"Teaching, Communication, Presentation",Teacher,Coursera,Agriculture,2275629,1,Mid-Level,Intern,Coimbatore,,Contract,Remote
Alexandra Ellis,Arts and Humanities,Psychology Assistant,"Counselling, Research, Communication",Psychology Assistant,IBM Certification,IT,648213,7,Mid-Level,Trainee,Mumbai,AWS,Contract,Onsite
Sandra Barnes,Arts and Humanities,Content Writer,"Writing, SEO, Creativity",Content Writer,Skillshare,Manufacturing,634316,10,Mid-Level,Student,Hyderabad,Google Analytics,Contract,Remote
Timothy Scott,Arts and Humanities,Teacher,"Teaching, Communication, Presentation",Teacher,IBM Certification,Agriculture,1609258,12,Senior,Trainee,Pune,Cisco,Internship,Remote
Thomas Meza,Arts and Humanities,Content Writer,"Writing, SEO, Creativity",Content Writer,LinkedIn Learning,Automobile,1649343,3,Mid-Level,Trainee,Visakhapatnam,Cisco,Freelance,Onsite
Eduardo Dodson,Arts and Humanities,Content Writer,"Writing, SEO, Creativity",Content Writer,LinkedIn Learning,Construction,535479,13,Junior,Junior Associate,Mumbai,Cisco,Contract,Onsite
Lisa Nichols,Arts and Humanities,Content Writer,"Writing, SEO, Creativity",Content Writer,IBM Certification,Automobile,1676732,4,Intern,Trainee,Kochi,Microsoft,Full-Time,Hybrid
Joseph Washington,Arts and Humanities,Psychology Assistant,"Counselling, Research, Communication",Psychology Assistant,Skillshare,Marine,1039351,9,Junior,Junior Associate,Mumbai,Microsoft,Freelance,Hybrid
David Burgess,Arts and Humanities,Psychology Assistant,"Counselling, Research, Communication",Psychology Assistant,LinkedIn Learning,Construction,2413741,6,Senior,Intern,Kochi,Cisco,Internship,Onsite
Casey Flynn,Arts and Humanities,Teacher,"Teaching, Communication, Presentation",Teacher,LinkedIn Learning,Construction,822486,0,Intern,Junior Associate,Coimbatore,Cisco,Freelance,Onsite
Michael Gomez,Arts and Humanities,Content Writer,"Writing, SEO, Creativity",Content Writer,NPTEL,Automobile,2362025,2,Junior,Trainee,Bangalore,Microsoft,Internship,Onsite
Rachel Crane,Arts and Humanities,Psychology Assistant,"Counselling, Research, Communication",Psychology Assistant,Skillshare,IT,2401213,4,Intern,Junior Associate,Mumbai,AWS,Internship,Hybrid
Gregory Walker,Arts and Humanities,Psychology Assistant,"Counselling, Research, Communication",Psychology Assistant,Skillshare,Automobile,746653,9,Junior,Student,Chennai,Google Analytics,Freelance,Onsite
Misty Rasmussen,Arts and Humanities,Teacher,"Teaching, Communication, Presentation",Teacher,Udemy,IT,362005,10,Mid-Level,Trainee,Kochi,AWS,Contract,Onsite
Katherine White,Arts and Humanities,Teacher,"Teaching, Communication, Presentation",Teacher,Skillshare,Healthcare,350289,7,Intern,Intern,Delhi,CompTIA Security+,Contract,Onsite
Michael Mcgee,Arts and Humanities,Content Writer,"Writing, SEO, Creativity",Content Writer,NPTEL,Media,1869139,3,Intern,Intern,Mumbai,,Contract,Onsite
